t,w,r,Y,K,L,A,TFP,ext_fin,ext_fin_Y,entrepreneur_share
32,1.239241775543952,-0.04251390410891087,2.28322132018089,5.771920742704966,0.9752114607484187,5.776746814616127,1.4650972490337146,1.3041065577026147,0.5711695779011453,0.02489311890078382
33,1.2393648359008493,-0.04255853439707371,2.2838264420343712,5.789696301649702,0.9753734065947064,5.793854483250627,1.4642688723405963,1.3081283219290465,0.5727792173050598,0.024839824424394794
34,1.23941729487684,-0.042599350109872175,2.2839753703158916,5.8035346218128225,0.9753934785657707,5.807422137733582,1.4634458163894193,1.3109578199236265,0.5739807166757279,0.024830451863613018
35,1.2394130351834765,-0.04263692675119775,2.2839295248561635,5.814139653407295,0.9753787979384512,5.817569219943875,1.4627244602082792,1.3132528869502196,0.5749971146911484,0.024835956778944665
36,1.2393975405349034,-0.04267040152745979,2.2838152135917973,5.8230617017026916,0.9753396888888726,5.826351650311481,1.4620645111864157,1.315285987152437,0.5759161158594188,0.024833231028972832
37,1.2393429815970405,-0.04270186079629717,2.283655032483298,5.830231198164161,0.9753160499503108,5.833316799848407,1.4614818731434633,1.316784375794027,0.5766126481731025,0.02481911780660378
38,1.2392910129239794,-0.04272804749351555,2.2834731093539764,5.836074969671362,0.975277303885279,5.83879469225868,1.4609913629949103,1.3179723942067831,0.577178854792669,0.024828623360770276
39,1.2391987910707856,-0.042753500789701936,2.2832800087389784,5.840712961525892,0.9752684018569682,5.843160531309175,1.4605546604305775,1.3192117513217476,0.577770464539007,0.024815199276697147
40,1.239111657188209,-0.04277435830211937,2.2830773168281233,5.8444498506045095,0.9752484381823361,5.8466612210507165,1.4601791823074808,1.3202729049828683,0.5782865500223715,0.024812263544113485
41,1.2390040403246312,-0.042793618019780336,2.2828516004644688,5.847096552108981,0.9752381178919936,5.849041880873232,1.4598509371501862,1.3208513949042122,0.5785971346694073,0.024797671332444857
42,1.238895234533124,-0.042810832584438525,2.282568904895129,5.848663118852834,0.9752012009958028,5.850683529083258,1.4595598259054197,1.3209412788436092,0.5787081721873798,0.024787074525222424
43,1.2387765714619103,-0.0428252643045164,2.282272794078196,5.849422794940798,0.9751685014329439,5.851314211511729,1.4593143606075933,1.3209271444336788,0.57877706287394,0.024778605584226367
44,1.2386725082492336,-0.04283650012911089,2.282032797411642,5.850247194653813,0.9751463437107712,5.8520736589437785,1.4590907469423258,1.3210180953751518,0.5788777868896077,0.0247577086197156
45,1.2386847955617815,-0.042842872011546664,2.2823104971899717,5.8533802691905645,0.9752559332904819,5.854688460198022,1.4590555089222923,1.3216936102946388,0.579103330559946,0.02474618579022318
46,1.2386160939035786,-0.04284869171820061,2.2821822939640257,5.8545927254752055,0.9752538854265757,5.855709326314184,1.458885809813843,1.3217804334641343,0.5791739060284593,0.024734863529102938
47,1.2385541542370604,-0.042853292632383015,2.2820826860031325,5.855714116442831,0.9752606179203964,5.856579415401985,1.4587435980388788,1.3218521816253395,0.5792306254864269,0.024727663177028597
48,1.2385073102847142,-0.042856277601111464,2.282013871513336,5.856926232250909,0.9752668473365831,5.85765889021256,1.4586105531388414,1.3219845951509628,0.5793061171334064,0.02471458816064489
49,1.2384658090798824,-0.04285827056572333,2.281964019336253,5.85809757739725,0.9752787323263516,5.858622208307743,1.4584948118381544,1.3221543035647967,0.5793931422062331,0.024704684913729125
50,1.2384484990341396,-0.04285783835081904,2.281926821063421,5.85923628993042,0.9752754668959631,5.859503559116471,1.458404718482806,1.3223377558251803,0.5794829806193986,0.024714263483535077
51,1.2384251328692415,-0.042858592983524874,2.281925924369486,5.860494115049383,0.9752937772213123,5.860641508629694,1.458318001805068,1.3225683977683877,0.5795842817000397,0.02470853430854291
52,1.2383952853949434,-0.042859659232858296,2.281893224872445,5.861406231788919,0.9753023111099506,5.861631330038301,1.4582224100860806,1.3226986373456628,0.5796496623629707,0.024688910647830464
53,1.2383774120793112,-0.042859508355191256,2.2818861924174936,5.862412207442542,0.9753131300000067,5.862559903633393,1.4581471294778783,1.3228602528562614,0.5797222741659989,0.024681899238908143
54,1.2383629621383805,-0.04285910940102895,2.2818871393458644,5.8634041551743,0.9753250323320588,5.863456605667821,1.4580800705097496,1.3230595996885084,0.5798093941086773,0.0246776661633634
55,1.2383546852956702,-0.04285824260636558,2.281886661251783,5.864320494514622,0.9753307035513401,5.864296139424946,1.4580202222759095,1.3232749220442683,0.5799038771357533,0.02467748569428834
56,1.238340241613236,-0.042858328540677636,2.2818808583181918,5.865092022058798,0.9753393131121888,5.865075589062723,1.4579608686845285,1.3234483988166557,0.579981375448354,0.02467035471467774
57,1.2383199864881922,-0.042858367349868316,2.2818387489240357,5.86543286589416,0.9753370472107747,5.865419588654502,1.457909350848299,1.3235132639201255,0.5800205051931066,0.024667162616149672
58,1.2383018681989006,-0.04285846307764195,2.2818005498461096,5.8657371853678315,0.975334786189803,5.8657459489177235,1.457862793388725,1.3235771115289299,0.5800581964178224,0.02466408791181651
59,1.238289483701033,-0.042858224301232935,2.2817750708121864,5.866074180502874,0.975333555054974,5.866051441806827,1.4578265375133665,1.3236560851946226,0.5800992841610255,0.02466643534527186
60,1.2382749621074938,-0.042858314303371406,2.2817462066616345,5.8662971929611505,0.9753324677054342,5.866280977578158,1.4577926765662332,1.3237067856667646,0.5801288424637929,0.024665207376311993
61,1.2382616530856834,-0.04285849316834573,2.281721630028674,5.866493898237234,0.9753323160826822,5.866479643503997,1.4577637250663205,1.3237665476121188,0.5801612826870047,0.024664567062923328
62,1.2382501262832009,-0.04285867755638603,2.2817011838925048,5.866673426265766,0.9753325575495241,5.86665783536637,1.4577393471775575,1.3238311928811073,0.5801948135130894,0.02466496476843744
63,1.2382384473233707,-0.0428590391643512,2.281680225231166,5.86680664729606,0.9753327169843037,5.8668073048107665,1.4577165970808068,1.3238762017073502,0.5802198691419272,0.02466404153438437
64,1.2382277515490399,-0.04285945245935448,2.2816592962585034,5.866898861984483,0.9753319623554958,5.866923030615277,1.4576962609583284,1.3238976262020903,0.5802345811984445,0.024662787674604468
65,1.2382201408270754,-0.0428596599249565,2.281647961675841,5.867003336428452,0.9753330609524459,5.867014169541367,1.4576830766209856,1.3239200397225601,0.58024728703115,0.024663829500667006
66,1.238212283396914,-0.04285997173397038,2.2816357542563486,5.867075640568747,0.9753339613855744,5.867085321192117,1.4576705918976651,1.3239388126238976,0.5802586193497865,0.02466382633280993
67,1.2382042992511915,-0.04286040257540753,2.2816234684938177,5.867129125169448,0.975334944017666,5.867150052285334,1.4576586170378507,1.3239525399430192,0.5802677603141101,0.024662989916010417
68,1.2381960177598854,-0.04286084103205204,2.2816107697006283,5.867154994215397,0.9753359899365504,5.8671889112055124,1.457647360548256,1.323952023967384,0.5802707637732183,0.024661133996648467
69,1.2381899707585404,-0.04286108410196762,2.2816018104148466,5.867193842482536,0.9753368834865352,5.86721915502735,1.4576392272976664,1.323953486678183,0.5802736834423613,0.02466126886181087
70,1.2381833357607404,-0.04286140378749248,2.2815919068663604,5.8672132916044735,0.9753378352422586,5.867243125678218,1.4576307911858406,1.3239538413551146,0.5802763576478019,0.024660195083952865
71,1.2381769215029643,-0.042861687931201,2.2815828929493804,5.867228760062094,0.9753389939315168,5.867260005427409,1.4576230282408758,1.3239566334149913,0.5802798739008448,0.02465892784956675
72,1.2381711228745764,-0.04286191414264268,2.2815759295946205,5.867245478488529,0.9753406200692809,5.867271868684666,1.457616863293339,1.3239556000921642,0.5802811920124868,0.02465812697509827
73,1.238165709228593,-0.0428620492083918,2.2815675887355775,5.867244586917238,0.9753412696494315,5.867264166485999,1.4576111919629617,1.3239459853433815,0.5802790992823927,0.024657620793528463
74,1.2381597348994275,-0.04286225026058264,2.281558512238269,5.867230604561897,0.9753420643763814,5.867256271611643,1.4576050135584246,1.3239344462362113,0.5802763501942348,0.02465599586771086
75,1.2381543565041817,-0.042862375232702386,2.281550993583749,5.8672236748130215,0.9753430731401036,5.867248209416553,1.4575995848005703,1.3239285869313475,0.5802756943213376,0.02465463789089915
76,1.2381497382811055,-0.04286241662406801,2.281544787298635,5.867222409776576,0.9753440328079027,5.8672404002380585,1.4575949678920317,1.323926484801535,0.5802763514316427,0.02465371012299738
77,1.2381456445385417,-0.04286242030485699,2.2815394026780336,5.867222396581065,0.9753449364996178,5.8672335805141245,1.4575909704598482,1.3239246087311476,0.580276898648845,0.02465300437312835
78,1.238141765630829,-0.0428624241126461,2.281534329455728,5.867219488112946,0.9753457992882167,5.86722730175566,1.457587277591768,1.3239225573023863,0.5802772898088344,0.024652195091859685
79,1.2381382735041313,-0.042862414358692556,2.2815300034452215,5.867218038851198,0.975346687917001,5.867221938568218,1.457584083417596,1.3239214777363117,0.5802779168966113,0.024651532247605818
80,1.238134907070989,-0.04286241307508084,2.2815256503609636,5.86721320207209,0.9753474615546818,5.8672174503796874,1.4575809219711622,1.3239199180134142,0.5802783404183752,0.024650655279403695
81,1.2381324761940267,-0.04286234254787416,2.2815227038259835,5.867215886603132,0.9753481027157904,5.86721348642822,1.457578811616023,1.3239203068893417,0.5802792602805148,0.024650586934086362
82,1.2381298943074335,-0.04286231774041547,2.2815192855563082,5.8672116737186,0.9753486615383566,5.867209504194317,1.4575765034262356,1.3239190702420014,0.5802795876516937,0.024650084738131486
83,1.2381275848368354,-0.04286228987880923,2.281516254643137,5.867207761025856,0.9753491731295139,5.867205630415921,1.4575744870110243,1.3239179700018093,0.5802798762916943,0.024649663135036123
84,1.2381255107225329,-0.04286226152668352,2.28151348466433,5.867203345617912,0.9753496113026989,5.867201400658154,1.4575727162521694,1.323916779324987,0.5802800589275368,0.024649300188020265
85,1.238123654145102,-0.042862231159374736,2.281510988008236,5.867199046867883,0.9753499962148836,5.867197122727907,1.4575711589387104,1.3239156668685197,0.5802802063312879,0.024648995882574666
86,1.2381222265323626,-0.04286217949916693,2.2815090648418908,5.8671969824680446,0.975350289111917,5.867192375027083,1.4575700866098709,1.3239151609586997,0.5802804737269135,0.024649024465549837
87,1.2381206853529303,-0.04286216126150125,2.281506917767806,5.867191081560428,0.9753505765900479,5.867187304228571,1.457568918524726,1.3239137127958114,0.5802803850759786,0.02464879870725151
88,1.2381193149158243,-0.042862141817263166,2.2815049868929873,5.867185200706515,0.9753508225492465,5.867181737482859,1.457567936609576,1.3239122515645498,0.580280235708574,0.024648635335666687
89,1.2381180526756603,-0.042862126745199174,2.281503173964911,5.867178921787476,0.9753510338312031,5.8671761311877955,1.4575670587538092,1.3239106763954345,0.5802800064023912,0.024648475664423273
90,1.2381168967515048,-0.042862112869929817,2.281501516300458,5.86717274736483,0.9753512295750195,5.867170438727253,1.4575662840998844,1.3239090708672119,0.5802797242992769,0.02464832961837984
91,1.2381158145714624,-0.04286210238683023,2.2814999495774924,5.86716629163276,0.9753514063019575,5.867164667019183,1.4575655723716836,1.3239073180120435,0.5802793544909857,0.024648166640914734
92,1.2381148086538554,-0.04286209344134065,2.2814985227271785,5.867160000589614,0.9753515826514776,5.867158807577388,1.4575649427727178,1.323905625168298,0.5802789754103254,0.02464800800705443
93,1.2381138879369504,-0.042862084002063344,2.281497233316743,5.867154065867268,0.9753517519235405,5.867153041579375,1.4575643880693474,1.3239040932925383,0.5802786319262387,0.024647862227213428
94,1.2381130392210251,-0.042862075204897765,2.281496048687235,5.867148413974375,0.9753519091406693,5.867147522779287,1.4575638855891124,1.323902691300063,0.5802783187206624,0.024647720998414772
95,1.238112261648162,-0.042862066753406064,2.281494982512491,5.867143113203225,0.9753520619157532,5.867142260328306,1.4575634449045443,1.3239013888154751,0.5802780190020544,0.024647590970333196
96,1.2381115495979658,-0.042862058587608075,2.2814940113157363,5.867138133421144,0.9753522035336071,5.867137302132146,1.4575630514811466,1.323900177272408,0.5802777349868719,0.024647470262299374
97,1.2381108987429665,-0.04286205079767391,2.281493137360461,5.867133516627302,0.9753523393606051,5.867132664442078,1.457562704970978,1.3238990585692996,0.5802774669315747,0.02464736004513723
98,1.2381103041125048,-0.04286204333180142,2.2814923367341784,5.86712916298838,0.9753524621289027,5.867128325454438,1.4575623951099737,1.3238980033070613,0.5802772080322405,0.024647258481937457
99,1.2381097596112443,-0.042862036487463936,2.2814916095088513,5.86712510505639,0.9753525772334459,5.867124304076876,1.4575621179584415,1.323897021552738,0.5802769626830844,0.024647163199186466
100,1.238109264719503,-0.04286202983290078,2.2814909505210226,5.867121359705612,0.9753526827189164,5.867120570233583,1.457561872050882,1.32389611741522,0.5802767339983894,0.024647077896243704
101,1.2381088136476113,-0.042862023574818844,2.281490353549996,5.867117899297261,0.9753527806237852,5.867117109213121,1.4575616537455616,1.3238952843264893,0.5802765206815405,0.024647000730369874
102,1.2381084020047826,-0.04286201775081469,2.2814898059081155,5.86711465886599,0.9753528684609961,5.867113900235545,1.4575614571690596,1.323894504698755,0.5802763182506516,0.024646929204382714
103,1.2381080290693525,-0.0428620121212337,2.2814893058239885,5.867111649134913,0.9753529458586365,5.867110929788884,1.4575612823060724,1.3238937819765102,0.5802761286660378,0.024646865607677926
104,1.2381076915516662,-0.042862006825659604,2.2814888690127613,5.86710898020678,0.975353023929028,5.867108185321586,1.4575611349918824,1.3238931446706907,0.580275960427351,0.024646813639848494
105,1.2381073798157156,-0.04286200236981709,2.2814884558122817,5.867106390121608,0.9753530912310275,5.867105641545773,1.4575609968187093,1.3238925254169964,0.5802757940958544,0.024646760614120033
106,1.2381070957661067,-0.04286199824349103,2.2814880800519877,5.867103996425167,0.9753531529358284,5.8671032841552915,1.4575608740273232,1.323891953903419,0.5802756391667196,0.024646712875206287
107,1.2381068359056848,-0.04286199450603231,2.281487736417222,5.867101766871766,0.9753532094930777,5.867101098411242,1.4575607640128927,1.3238914233999663,0.5802754940418678,0.0246466687822479
108,1.2381065980848374,-0.04286199107785305,2.2814874200107154,5.8670996881168085,0.9753532603117464,5.8670990684725055,1.457560663908637,1.3238909294543904,0.5802753580154181,0.02464662757371795
109,1.2381063808184072,-0.042861987921160506,2.281487131973064,5.8670977663149,0.9753533072440551,5.867097184043704,1.4575605745556357,1.3238904732072447,0.5802752312971955,0.02464658989565595
110,1.238106182202406,-0.04286198500714128,2.281486868641106,5.867095983785351,0.9753533500667779,5.867095433009515,1.457560494379733,1.3238900498128383,0.5802751126949816,0.024646555268925396
111,1.2381060008170142,-0.04286198231006791,2.2814866287231443,5.8670943370245965,0.9753533894536492,5.86709380886,1.4575604228149106,1.3238896596779224,0.5802750027155977,0.02464652373435524
112,1.2381058349835534,-0.04286197983472022,2.2814864089408795,5.867092809759516,0.9753534252324308,5.867092305175887,1.4575603583635213,1.323889298426566,0.5802749002748375,0.02464649471393816
113,1.2381056836100783,-0.042861977546360744,2.2814862090185324,5.867091402577028,0.9753534582138274,5.8670909159165845,1.4575603008927627,1.3238889657763413,0.5802748053190566,0.024646468310583855
114,1.238105545274217,-0.04286197544323733,2.281486026055636,5.867090098851175,0.975353488217449,5.867089630877723,1.4575602492501083,1.32388865731242,0.5802747166508991,0.024646444048540356
115,1.2381054189652176,-0.04286197349960354,2.2814858592059206,5.867088895776017,0.9753535157158126,5.867088442844972,1.4575602031189638,1.3238883730995163,0.5802746345139743,0.024646421981326612
116,1.2381053036063618,-0.04286197171282625,2.281485706918791,5.86708778578277,0.97535354085624,5.867087348262512,1.457560161661283,1.3238881111886704,0.5802745584484146,0.024646401682104465
117,1.238105198248904,-0.04286197006184685,2.2814855678332515,5.867086760782431,0.9753535638241145,5.867086335778945,1.4575601245697551,1.3238878693556626,0.5802744878254792,0.024646383199285773
118,1.2381051020368137,-0.04286196854046113,2.2814854408290577,5.86708581465705,0.9753535847919541,5.867085401950585,1.4575600912871134,1.3238876460395756,0.5802744222459271,0.02464636623221425
119,1.238105014274787,-0.04286196713034791,2.2814853252100367,5.867084944582928,0.9753536040235197,5.867084541731422,1.4575600615739486,1.3238874411105865,0.5802743618299222,0.02464635080930194
120,1.2381049340767025,-0.042861965837490565,2.2814852195655355,5.867084141742202,0.975353621593151,5.867083749624568,1.457560034807494,1.3238872522346634,0.5802743059132208,0.024646336560571636
121,1.2381048609250436,-0.04286196463759488,2.281485123339742,5.867083403277066,0.975353637681722,5.867083019980623,1.4575600109147187,1.323887078604804,0.580274254283472,0.02464632360862035
122,1.2381047941556633,-0.04286196353028257,2.281485035591034,5.8670827233116505,0.9753536523989723,5.867082348564466,1.4575599895052311,1.3238869187722089,0.5802742065451448,0.024646311739313274
123,1.2381047332453827,-0.04286196250458267,2.2814849556308476,5.867082097969034,0.9753536658641628,5.867081730962265,1.4575599703622424,1.3238867719878797,0.5802741625450759,0.0246463009172753
124,1.2381046776351057,-0.042861961560145885,2.281484882691773,5.867081522326092,0.9753536781828569,5.867081163360805,1.4575599531798684,1.3238866370258697,0.5802741219411034,0.02464629097251278
125,1.2381046268919216,-0.042861960686654266,2.2814848162361168,5.867080993062707,0.9753536894695359,5.867080641535177,1.4575599378220843,1.323886513029049,0.5802740844942956,0.024646281895491687
126,1.2381045805814606,-0.04286195987944032,2.2814847556211313,5.8670805060243705,0.9753536997850806,5.867080161978828,1.4575599240695618,1.3238863990288776,0.5802740499436084,0.024646273587893248
127,1.238104538362541,-0.04286195913005053,2.2814847004470837,5.867080058836546,0.9753537092263882,5.86707972179196,1.4575599118103362,1.3238862944888652,0.5802740181555608,0.02464626603659636
128,1.2381044997726716,-0.04286195844294538,2.281484650067214,5.867079646800572,0.9753537178820239,5.867079317379158,1.4575599008017803,1.323886198255181,0.5802739887889136,0.02464625907251184
129,1.2381044645747243,-0.04286195780434104,2.2814846041162395,5.867079267666586,0.9753537257762478,5.867078945604344,1.457559890995928,1.323886109797683,0.5802739617042063,0.02464625274581289
130,1.2381044324319554,-0.04286195721552706,2.2814845622436657,5.8670789189914725,0.9753537330284273,5.867078604499541,1.4575598822406954,1.3238860285120537,0.580273936725705,0.02464624694727419
131,1.2381044030902584,-0.042861956668973494,2.2814845240068182,5.8670785976504325,0.9753537396435813,5.86707829080671,1.4575598744481761,1.3238859536553862,0.5802739136403757,0.02464624166744258
132,1.238104376275805,-0.0428619561652904,2.2814844891280766,5.867078301693438,0.9753537457203936,5.867078002988726,1.4575598674932109,1.3238858847389017,0.5802738923045916,0.02464623681264686
133,1.2381043517867343,-0.0428619556970558,2.2814844572975344,5.867078028913369,0.9753537512826624,5.867077738426772,1.4575598613239977,1.3238858212458509,0.5802738725706775,0.024646232386983925
134,1.2381043294135796,-0.04286195526150083,2.281484428256214,5.86707777735781,0.9753537563846508,5.867077495373321,1.457559855864492,1.3238857626985325,0.5802738542951205,0.024646228343622567
135,1.2381043089659372,-0.04286195485670068,2.2814844017634117,5.867077545392769,0.9753537610723235,5.867077272315909,1.4575598510350192,1.3238857087301135,0.5802738373783541,0.024646224642455583
136,1.23810429027414,-0.042861954479028366,2.2814843775802003,5.867077331189386,0.9753537653758437,5.867077067319064,1.4575598467810915,1.3238856588701116,0.5802738216749299,0.02464622125782733
137,1.238104273187902,-0.042861954125819876,2.281484355528094,5.867077133462809,0.9753537693369604,5.867076879143841,1.4575598430510088,1.3238856128142062,0.5802738070968569,0.02464621816333279
138,1.2381042575625179,-0.04286195379518393,2.2814843353964545,5.867076950707583,0.97535377297839,5.867076706251146,1.4575598397878813,1.3238855702193064,0.5802737935473286,0.024646215333911304
139,1.238104243276363,-0.04286195348505301,2.281484317040669,5.867076781940887,0.9753537763332859,5.8670765475776925,1.4575598369455838,1.3238855308647284,0.5802737809663976,0.024646212747576966
140,1.2381042302065073,-0.042861953194604244,2.2814843002902534,5.86707662597014,0.9753537794244445,5.8670764019359005,1.457559834470282,1.3238854944580551,0.5802737692692554,0.024646210376318582
141,1.2381042182593676,-0.04286195292085962,2.2814842850271546,5.86707648192429,0.9753537822745172,5.867076268287416,1.4575598323391616,1.323885460794615,0.580273758396218,0.024646208215320715
142,1.2381042073235045,-0.042861952664268864,2.2814842710953327,5.867076348716067,0.9753537849037206,5.867076145669173,1.4575598304951067,1.3238854296340798,0.5802737482816338,0.024646206229380484
143,1.238104197326872,-0.04286195242263778,2.2814842584015476,5.867076225768062,0.9753537873279199,5.86707603320492,1.457559828916993,1.3238854008542524,0.5802737388956575,0.024646204419821224
144,1.238104188178549,-0.042861952196066616,2.2814842468200287,5.867076112159493,0.9753537895643286,5.867075930067707,1.4575598275625494,1.3238853742276384,0.5802737301705643,0.024646202759390976
145,1.2381041798124883,-0.04286195198312004,2.2814842362624033,5.867076007290073,0.9753537916264234,5.867075835485069,1.4575598264098752,1.3238853496184935,0.5802737220693327,0.024646201242627983
146,1.2381041721598351,-0.04286195178362459,2.2814842266331716,5.867075910500072,0.9753537935269863,5.867075748775785,1.4575598254288402,1.3238853268836697,0.5802737145535087,0.02464619985455428
147,1.2381041651611033,-0.04286195159694821,2.2814842178518906,5.867075821248999,0.9753537952776979,5.867075669284407,1.4575598245948724,1.3238853059053788,0.5802737075919246,0.024646198584822417
148,1.2381041587596626,-0.04286195142273444,2.281484209841379,5.867075738971941,0.9753537968898174,5.867075596438928,1.4575598238861889,1.3238852865522972,0.58027370114665,0.024646197421976622
149,1.2381041529077588,-0.04286195126034522,2.28148420253621,5.867075663220913,0.9753537983723015,5.867075529671798,1.457559823285087,1.3238852687200586,0.5802736951885806,0.024646196359798072
150,1.238104147558451,-0.042861951109609754,2.2814841958717533,5.867075593539955,0.9753537997339978,5.867075468495113,1.4575598227719222,1.323885252311411,0.580273689691528,0.024646195388319265
151,1.2381041426686445,-0.04286195097012453,2.2814841897908886,5.86707552949242,0.9753538009841828,5.867075412449337,1.4575598223319233,1.3238852372261234,0.5802736846260877,0.024646194499247855
152,1.2381041382006153,-0.042861950841412304,2.281484184241608,5.867075470690414,0.9753538021298765,5.867075361101177,1.457559821952004,1.3238852233768426,0.5802736799671997,0.024646193686284585
153,1.2381041341196544,-0.04286195072318777,2.2814841791778973,5.867075416794603,0.9753538031784516,5.867075314068625,1.4575598216200014,1.3238852106837105,0.5802736756915645,0.024646192943432583
